Date and Time,Time (s),θ1,dθ1,d2dθ1,Position (m),Velocity (m/s),Acceleration (m/s¬≤),θ2,dθ2,d2dθ2,Position (m),Velocity (m/s),Acceleration (m/s¬≤)
4/10/2019 16:16,0,0.017,,,4.17E-04,,,0,,,0,,
4/10/2019 16:16,0.05,0.052,0.873,,0.0012,0.021,,-0.035,-0.698,,-8.33E-04,-0.017,
4/10/2019 16:16,0.1,0.105,0.698,-2.909,0.0025,0.017,-0.069,-0.07,-0.64,1.745,-0.0017,-0.015,0.042
4/10/2019 16:16,0.15,0.122,0.582,-3.103,0.0029,0.014,-0.074,-0.105,-0.524,2.909,-0.0025,-0.013,0.069
4/10/2019 16:16,0.2,0.157,0.407,-3.491,0.0037,0.01,-0.083,-0.122,-0.349,3.685,-0.0029,-0.008,0.088
4/10/2019 16:16,0.25,0.175,0.233,-4.072,0.0042,0.006,-0.097,-0.14,-0.116,3.879,-0.0033,-0.003,0.093
4/10/2019 16:16,0.3,0.175,0,-4.46,0.0042,-8.67E-18,-0.106,-0.14,0.058,3.491,-0.0033,0.001,0.083
4/10/2019 16:16,0.35,0.175,-0.233,-4.46,0.0042,-0.006,-0.106,-0.122,0.233,2.909,-0.0029,0.006,0.069
4/10/2019 16:16,0.4,0.157,-0.465,-3.685,0.0037,-0.011,-0.088,-0.122,0.349,2.521,-0.0029,0.008,0.06
4/10/2019 16:16,0.45,0.122,-0.64,-2.327,0.0029,-0.015,-0.056,-0.087,0.465,2.133,-0.0021,0.011,0.051
4/10/2019 16:16,0.5,0.087,-0.698,-1.164,0.0021,-0.017,-0.028,-0.07,0.582,1.745,-0.0017,0.014,0.042
4/10/2019 16:16,0.55,0.052,-0.698,-0.582,0.0012,-0.017,-0.014,-0.035,0.64,1.164,-8.33E-04,0.015,0.028
4/10/2019 16:16,0.6,0.017,-0.756,-1.11E-15,4.17E-04,-0.018,-6.94E-17,0,0.698,0.388,0,0.017,0.009
4/10/2019 16:16,0.65,-0.017,-0.756,1.164,-4.17E-04,-0.018,0.028,0.035,0.698,-0.776,8.33E-04,0.017,-0.019
4/10/2019 16:16,0.7,-0.07,-0.64,2.521,-0.0017,-0.015,0.06,0.07,0.64,-2.327,0.0017,0.015,-0.056
4/10/2019 16:16,0.75,-0.087,-0.465,3.297,-0.0021,-0.011,0.079,0.105,0.465,-3.491,0.0025,0.011,-0.083
4/10/2019 16:16,0.8,-0.105,-0.291,3.685,-0.0025,-0.007,0.088,0.122,0.233,-3.685,0.0029,0.006,-0.088
4/10/2019 16:16,0.85,-0.122,-0.116,4.072,-0.0029,-0.003,0.097,0.122,0.058,-3.297,0.0029,0.001,-0.079
4/10/2019 16:16,0.9,-0.122,0.116,4.266,-0.0029,0.003,0.102,0.122,-0.058,-3.297,0.0029,-0.001,-0.079
4/10/2019 16:16,0.95,-0.105,0.349,3.879,-0.0025,0.008,0.093,0.122,-0.233,-3.685,0.0029,-0.006,-0.088
4/10/2019 16:16,1,-0.087,0.524,2.909,-0.0021,0.012,0.069,0.105,-0.465,-3.491,0.0025,-0.011,-0.083
4/10/2019 16:16,1.05,-0.052,0.64,1.745,-0.0012,0.015,0.042,0.07,-0.64,-2.327,0.0017,-0.015,-0.056
4/10/2019 16:16,1.1,-0.017,0.698,0.776,-4.17E-04,0.017,0.019,0.035,-0.698,-0.776,8.33E-04,-0.017,-0.019
4/10/2019 16:16,1.15,0.017,0.698,0.194,4.17E-04,0.017,0.005,0,-0.698,0.388,0,-0.017,0.009
4/10/2019 16:16,1.2,0.052,0.698,-0.194,0.0012,0.017,-0.005,-0.035,-0.64,1.164,-8.33E-04,-0.015,0.028
4/10/2019 16:16,1.25,0.087,0.698,-0.97,0.0021,0.017,-0.023,-0.07,-0.582,1.745,-0.0017,-0.014,0.042
4/10/2019 16:16,1.3,0.122,0.64,-2.327,0.0029,0.015,-0.056,-0.087,-0.465,2.327,-0.0021,-0.011,0.056
4/10/2019 16:16,1.35,0.157,0.465,-3.685,0.0037,0.011,-0.088,-0.122,-0.349,2.909,-0.0029,-0.008,0.069
4/10/2019 16:16,1.4,0.175,0.233,-4.46,0.0042,0.006,-0.106,-0.122,-0.175,3.297,-0.0029,-0.004,0.079
4/10/2019 16:16,1.45,0.175,0,-4.654,0.0042,-8.67E-18,-0.111,-0.14,0,3.491,-0.0033,0,0.083
4/10/2019 16:16,1.5,0.175,-0.233,-4.46,0.0042,-0.006,-0.106,-0.122,0.175,3.297,-0.0029,0.004,0.079
4/10/2019 16:16,1.55,0.157,-0.465,-3.685,0.0037,-0.011,-0.088,-0.122,0.349,2.909,-0.0029,0.008,0.069
4/10/2019 16:16,1.6,0.122,-0.64,-2.327,0.0029,-0.015,-0.056,-0.087,0.465,2.327,-0.0021,0.011,0.056
4/10/2019 16:16,1.65,0.087,-0.698,-0.97,0.0021,-0.017,-0.023,-0.07,0.582,1.745,-0.0017,0.014,0.042
4/10/2019 16:16,1.7,0.052,-0.698,-0.194,0.0012,-0.017,-0.005,-0.035,0.64,0.97,-8.33E-04,0.015,0.023
4/10/2019 16:16,1.75,0.017,-0.698,0.194,4.17E-04,-0.017,0.005,0,0.698,-2.22E-15,0,0.017,-6.94E-17
4/10/2019 16:16,1.8,-0.017,-0.698,0.776,-4.17E-04,-0.017,0.019,0.035,0.64,-0.97,8.33E-04,0.015,-0.023
4/10/2019 16:16,1.85,-0.052,-0.64,1.745,-0.0012,-0.015,0.042,0.07,0.582,-1.939,0.0017,0.014,-0.046
4/10/2019 16:16,1.9,-0.087,-0.524,2.909,-0.0021,-0.013,0.069,0.087,0.465,-2.715,0.0021,0.011,-0.065
4/10/2019 16:16,1.95,-0.105,-0.349,3.879,-0.0025,-0.008,0.093,0.122,0.291,-3.297,0.0029,0.007,-0.079
4/10/2019 16:16,2,-0.122,-0.116,4.266,-0.0029,-0.003,0.102,0.122,0.116,-3.491,0.0029,0.003,-0.083
4/10/2019 16:16,2.05,-0.122,0.116,3.879,-0.0029,0.003,0.093,0.122,-0.058,-3.491,0.0029,-0.001,-0.083
4/10/2019 16:16,2.1,-0.105,0.291,3.297,-0.0025,0.007,0.079,0.122,-0.233,-3.297,0.0029,-0.006,-0.079
4/10/2019 16:16,2.15,-0.087,0.407,3.103,-0.0021,0.01,0.074,0.105,-0.407,-2.715,0.0025,-0.01,-0.065
4/10/2019 16:16,2.2,-0.07,0.582,2.909,-0.0017,0.014,0.069,0.07,-0.524,-1.939,0.0017,-0.012,-0.046
4/10/2019 16:16,2.25,-0.035,0.756,1.939,-8.33E-04,0.018,0.046,0.052,-0.582,-1.357,0.0012,-0.014,-0.032
4/10/2019 16:16,2.3,0.017,0.814,0.194,4.17E-04,0.019,0.005,0.017,-0.64,-0.776,4.17E-04,-0.015,-0.019
4/10/2019 16:16,2.35,0.052,0.756,-1.357,0.0012,0.018,-0.032,-0.017,-0.698,0.194,-4.17E-04,-0.017,0.005
4/10/2019 16:16,2.4,0.087,0.64,-2.133,0.0021,0.015,-0.051,-0.052,-0.64,1.357,-0.0012,-0.015,0.032
4/10/2019 16:16,2.45,0.122,0.524,-2.327,0.0029,0.012,-0.056,-0.087,-0.524,2.327,-0.0021,-0.012,0.056
4/10/2019 16:16,2.5,0.14,0.407,-2.521,0.0033,0.01,-0.06,-0.105,-0.407,2.909,-0.0025,-0.01,0.069
4/10/2019 16:16,2.55,0.157,0.291,-3.103,0.0037,0.007,-0.074,-0.122,-0.233,3.297,-0.0029,-0.006,0.079
4/10/2019 16:16,2.6,0.175,0.116,-3.879,0.0042,0.003,-0.093,-0.14,-0.058,3.491,-0.0033,-0.001,0.083
4/10/2019 16:16,2.65,0.175,-0.116,-4.266,0.0042,-0.003,-0.102,-0.122,0.116,3.491,-0.0029,0.003,0.083
4/10/2019 16:16,2.7,0.157,-0.349,-4.072,0.0037,-0.008,-0.097,-0.122,0.291,3.491,-0.0029,0.007,0.083
4/10/2019 16:16,2.75,0.14,-0.524,-3.491,0.0033,-0.013,-0.083,-0.105,0.465,3.103,-0.0025,0.011,0.074
4/10/2019 16:16,2.8,0.105,-0.698,-2.521,0.0025,-0.017,-0.06,-0.07,0.64,2.133,-0.0017,0.015,0.051
4/10/2019 16:16,2.85,0.07,-0.814,-1.164,0.0017,-0.019,-0.028,-0.035,0.698,0.776,-8.33E-04,0.017,0.019
4/10/2019 16:16,2.9,0.017,-0.814,0.388,4.17E-04,-0.019,0.009,0,0.698,-0.582,0,0.017,-0.014
4/10/2019 16:16,2.95,-0.017,-0.756,1.551,-4.17E-04,-0.018,0.037,0.035,0.64,-1.551,8.33E-04,0.015,-0.037
4/10/2019 16:16,3,-0.052,-0.64,2.327,-0.0012,-0.015,0.056,0.07,0.524,-2.133,0.0017,0.013,-0.051
4/10/2019 16:16,3.05,-0.087,-0.524,3.103,-0.0021,-0.012,0.074,0.087,0.407,-2.327,0.0021,0.01,-0.056
4/10/2019 16:16,3.1,-0.105,-0.349,3.879,-0.0025,-0.008,0.093,0.105,0.291,-2.521,0.0025,0.007,-0.06
4/10/2019 16:16,3.15,-0.122,-0.116,4.266,-0.0029,-0.003,0.102,0.122,0.175,-2.909,0.0029,0.004,-0.069
4/10/2019 16:16,3.2,-0.122,0.116,3.879,-0.0029,0.003,0.093,0.122,1.39E-16,-3.297,0.0029,0,-0.079
4/10/2019 16:16,3.25,-0.105,0.291,3.103,-0.0025,0.007,0.074,0.122,-0.175,-3.491,0.0029,-0.004,-0.083
4/10/2019 16:16,3.3,-0.087,0.407,2.715,-0.0021,0.01,0.065,0.105,-0.349,-3.297,0.0025,-0.008,-0.079
4/10/2019 16:16,3.35,-0.07,0.524,2.715,-0.0017,0.012,0.065,0.087,-0.524,-2.715,0.0021,-0.012,-0.065
4/10/2019 16:16,3.4,-0.035,0.698,2.327,-8.33E-04,0.017,0.056,0.052,-0.64,-1.745,0.0012,-0.015,-0.042
4/10/2019 16:16,3.45,0,0.814,0.97,0,0.019,0.023,0.017,-0.698,-0.582,4.17E-04,-0.017,-0.014
4/10/2019 16:16,3.5,0.052,0.814,-0.97,0.0012,0.019,-0.023,-0.017,-0.698,0.582,-4.17E-04,-0.017,0.014
4/10/2019 16:16,3.55,0.087,0.698,-2.327,0.0021,0.017,-0.056,-0.052,-0.64,1.551,-0.0012,-0.015,0.037
4/10/2019 16:16,3.6,0.122,0.524,-2.715,0.0029,0.012,-0.065,-0.087,-0.524,2.133,-0.0021,-0.012,0.051
4/10/2019 16:16,3.65,0.14,0.407,-2.715,0.0033,0.01,-0.065,-0.105,-0.407,2.521,-0.0025,-0.01,0.06
4/10/2019 16:16,3.7,0.157,0.291,-3.103,0.0037,0.007,-0.074,-0.122,-0.291,3.103,-0.0029,-0.007,0.074
4/10/2019 16:16,3.75,0.175,0.116,-3.879,0.0042,0.003,-0.093,-0.14,-0.116,3.879,-0.0033,-0.003,0.093
4/10/2019 16:16,3.8,0.175,-0.116,-4.266,0.0042,-0.003,-0.102,-0.14,0.116,4.266,-0.0033,0.003,0.102
4/10/2019 16:16,3.85,0.157,-0.349,-3.879,0.0037,-0.008,-0.093,-0.122,0.349,3.879,-0.0029,0.008,0.093
4/10/2019 16:16,3.9,0.14,-0.524,-3.103,0.0033,-0.013,-0.074,-0.105,0.524,2.909,-0.0025,0.013,0.069
4/10/2019 16:16,3.95,0.105,-0.64,-2.327,0.0025,-0.015,-0.056,-0.07,0.64,1.551,-0.0017,0.015,0.037
4/10/2019 16:16,4,0.07,-0.756,-1.357,0.0017,-0.018,-0.032,-0.035,0.698,0.194,-8.33E-04,0.017,0.005
4/10/2019 16:16,4.05,0.035,-0.814,4.44E-15,8.33E-04,-0.019,1.39E-16,0,0.64,-0.776,0,0.015,-0.019
4/10/2019 16:16,4.1,-0.017,-0.756,1.357,-4.17E-04,-0.018,0.032,0.035,0.582,-1.164,8.33E-04,0.014,-0.028
4/10/2019 16:16,4.15,-0.052,-0.64,2.133,-0.0012,-0.015,0.051,0.052,0.524,-1.357,0.0012,0.012,-0.032
4/10/2019 16:16,4.2,-0.07,-0.524,2.521,-0.0017,-0.013,0.06,0.087,0.465,-1.939,0.0021,0.011,-0.046
4/10/2019 16:16,4.25,-0.105,-0.407,3.103,-0.0025,-0.01,0.074,0.105,0.349,-2.715,0.0025,0.008,-0.065
4/10/2019 16:16,4.3,-0.122,-0.233,3.879,-0.0029,-0.006,0.093,0.122,0.175,-3.297,0.0029,0.004,-0.079
4/10/2019 16:16,4.35,-0.122,-1.39E-16,4.46,-0.0029,0,0.106,0.122,1.39E-16,-3.491,0.0029,0,-0.083
4/10/2019 16:16,4.4,-0.122,0.233,4.46,-0.0029,0.006,0.106,0.122,-0.175,-3.491,0.0029,-0.004,-0.083
4/10/2019 16:16,4.45,-0.105,0.465,3.685,-0.0025,0.011,0.088,0.105,-0.349,-3.297,0.0025,-0.008,-0.079
4/10/2019 16:16,4.5,-0.07,0.64,2.327,-0.0017,0.015,0.056,0.087,-0.524,-2.715,0.0021,-0.012,-0.065
4/10/2019 16:16,4.55,-0.035,0.698,0.97,-8.33E-04,0.017,0.023,0.052,-0.64,-1.745,0.0012,-0.015,-0.042
4/10/2019 16:16,4.6,0,0.698,0.194,0,0.017,0.005,0.017,-0.698,-0.582,4.17E-04,-0.017,-0.014
4/10/2019 16:16,4.65,0.035,0.698,-0.194,8.33E-04,0.017,-0.005,-0.017,-0.698,0.582,-4.17E-04,-0.017,0.014
4/10/2019 16:16,4.7,0.07,0.698,-0.776,0.0017,0.017,-0.019,-0.052,-0.64,1.551,-0.0012,-0.015,0.037
4/10/2019 16:16,4.75,0.105,0.64,-1.745,0.0025,0.015,-0.042,-0.087,-0.524,2.133,-0.0021,-0.012,0.051
4/10/2019 16:16,4.8,0.14,0.524,-2.909,0.0033,0.012,-0.069,-0.105,-0.407,2.521,-0.0025,-0.01,0.06
4/10/2019 16:16,4.85,0.157,0.349,-3.879,0.0037,0.008,-0.093,-0.122,-0.291,3.103,-0.0029,-0.007,0.074
4/10/2019 16:16,4.9,0.175,0.116,-4.46,0.0042,0.003,-0.106,-0.14,-0.116,3.879,-0.0033,-0.003,0.093
4/10/2019 16:16,4.95,0.175,-0.116,-4.46,0.0042,-0.003,-0.106,-0.14,0.116,4.072,-0.0033,0.003,0.097
4/10/2019 16:16,5,0.157,-0.349,-3.879,0.0037,-0.008,-0.093,-0.122,0.349,3.297,-0.0029,0.008,0.079
4/10/2019 16:16,5.05,0.14,-0.524,-2.909,0.0033,-0.012,-0.069,-0.105,0.465,2.133,-0.0025,0.011,0.051
4/10/2019 16:16,5.1,0.105,-0.64,-1.745,0.0025,-0.015,-0.042,-0.07,0.524,1.357,-0.0017,0.012,0.032
4/10/2019 16:16,5.15,0.07,-0.698,-0.776,0.0017,-0.017,-0.019,-0.052,0.582,1.164,-0.0012,0.014,0.028
4/10/2019 16:16,5.2,0.035,-0.698,-0.194,8.33E-04,-0.017,-0.005,-0.017,0.64,0.776,-4.17E-04,0.015,0.019
4/10/2019 16:16,5.25,0,-0.698,0.194,0,-0.017,0.005,0.017,0.698,-0.194,4.17E-04,0.017,-0.005
4/10/2019 16:16,5.3,-0.035,-0.698,0.97,-8.33E-04,-0.017,0.023,0.052,0.64,-1.551,0.0012,0.015,-0.037
4/10/2019 16:16,5.35,-0.07,-0.64,2.327,-0.0017,-0.015,0.056,0.087,0.524,-2.715,0.0021,0.012,-0.065
4/10/2019 16:16,5.4,-0.105,-0.465,3.685,-0.0025,-0.011,0.088,0.105,0.349,-3.297,0.0025,0.008,-0.079
4/10/2019 16:16,5.45,-0.122,-0.233,4.46,-0.0029,-0.006,0.106,0.122,0.175,-3.491,0.0029,0.004,-0.083
4/10/2019 16:16,5.5,-0.122,-1.39E-16,4.654,-0.0029,0,0.111,0.122,1.39E-16,-3.491,0.0029,0,-0.083
4/10/2019 16:16,5.55,-0.122,0.233,4.46,-0.0029,0.006,0.106,0.122,-0.175,-3.491,0.0029,-0.004,-0.083
4/10/2019 16:16,5.6,-0.105,0.465,3.685,-0.0025,0.011,0.088,0.105,-0.349,-3.297,0.0025,-0.008,-0.079
4/10/2019 16:16,5.65,-0.07,0.64,2.327,-0.0017,0.015,0.056,0.087,-0.524,-2.521,0.0021,-0.013,-0.06
4/10/2019 16:16,5.7,-0.035,0.698,0.97,-8.33E-04,0.017,0.023,0.052,-0.64,-1.164,0.0012,-0.015,-0.028
4/10/2019 16:16,5.75,0,0.698,0.194,0,0.017,0.005,0.017,-0.64,8.88E-15,4.17E-04,-0.015,1.91E-16
4/10/2019 16:16,5.8,0.035,0.698,-0.194,8.33E-04,0.017,-0.005,-0.017,-0.582,0.388,-4.17E-04,-0.014,0.009
4/10/2019 16:16,5.85,0.07,0.698,-0.776,0.0017,0.017,-0.019,-0.035,-0.582,0.582,-8.33E-04,-0.014,0.014
4/10/2019 16:16,5.9,0.105,0.64,-1.745,0.0025,0.015,-0.042,-0.07,-0.582,1.551,-0.0017,-0.014,0.037
4/10/2019 16:16,5.95,0.14,0.524,-2.909,0.0033,0.012,-0.069,-0.105,-0.465,2.909,-0.0025,-0.011,0.069
4/10/2019 16:16,6,0.157,0.349,-3.879,0.0037,0.008,-0.093,-0.122,-0.233,3.491,-0.0029,-0.006,0.083
4/10/2019 16:16,6.05,0.175,0.116,-4.46,0.0042,0.003,-0.106,-0.122,-0.058,3.103,-0.0029,-0.001,0.074
4/10/2019 16:16,6.1,0.175,-0.116,-4.46,0.0042,-0.003,-0.106,-0.122,0.058,2.715,-0.0029,0.001,0.065
4/10/2019 16:16,6.15,0.157,-0.349,-3.879,0.0037,-0.008,-0.093,-0.122,0.175,2.909,-0.0029,0.004,0.069
4/10/2019 16:16,6.2,0.14,-0.524,-2.909,0.0033,-0.012,-0.069,-0.105,0.349,3.103,-0.0025,0.008,0.074
4/10/2019 16:16,6.25,0.105,-0.64,-1.745,0.0025,-0.015,-0.042,-0.087,0.524,2.715,-0.0021,0.012,0.065
4/10/2019 16:16,6.3,0.07,-0.698,-0.776,0.0017,-0.017,-0.019,-0.052,0.64,1.745,-0.0012,0.015,0.042
4/10/2019 16:16,6.35,0.035,-0.698,-1.11E-14,8.33E-04,-0.017,-2.08E-16,-0.017,0.698,0.582,-4.17E-04,0.017,0.014
4/10/2019 16:16,6.4,0,-0.698,0.776,0,-0.017,0.019,0.017,0.698,-0.582,4.17E-04,0.017,-0.014
4/10/2019 16:16,6.45,-0.035,-0.64,1.551,-8.33E-04,-0.015,0.037,0.052,0.64,-1.745,0.0012,0.015,-0.042
4/10/2019 16:16,6.5,-0.07,-0.524,2.133,-0.0017,-0.012,0.051,0.087,0.524,-2.715,0.0021,0.012,-0.065
4/10/2019 16:16,6.55,-0.087,-0.407,2.521,-0.0021,-0.01,0.06,0.105,0.349,-3.297,0.0025,0.008,-0.079
4/10/2019 16:16,6.6,-0.105,-0.291,3.297,-0.0025,-0.007,0.079,0.122,0.175,-3.491,0.0029,0.004,-0.083
4/10/2019 16:16,6.65,-0.122,-0.116,4.266,-0.0029,-0.003,0.102,0.122,1.39E-16,-3.297,0.0029,0,-0.079
4/10/2019 16:16,6.7,-0.122,0.175,4.46,-0.0029,0.004,0.106,0.122,-0.175,-2.909,0.0029,-0.004,-0.069
4/10/2019 16:16,6.75,-0.105,0.407,3.685,-0.0025,0.01,0.088,0.105,-0.291,-2.521,0.0025,-0.007,-0.06
4/10/2019 16:16,6.8,-0.07,0.524,2.715,-0.0017,0.012,0.065,0.087,-0.407,-2.327,0.0021,-0.01,-0.056
4/10/2019 16:16,6.85,-0.052,0.64,2.133,-0.0012,0.015,0.051,0.07,-0.524,-2.133,0.0017,-0.012,-0.051
4/10/2019 16:16,6.9,-0.017,0.756,1.357,-4.17E-04,0.018,0.032,0.035,-0.64,-1.551,8.33E-04,-0.015,-0.037
4/10/2019 16:16,6.95,0.035,0.814,-1.22E-14,8.33E-04,0.019,-2.43E-16,0,-0.698,-0.582,0,-0.017,-0.014
4/10/2019 16:16,7,0.07,0.756,-1.357,0.0017,0.018,-0.032,-0.035,-0.698,0.776,-8.33E-04,-0.017,0.019
4/10/2019 16:16,7.05,0.105,0.64,-2.327,0.0025,0.015,-0.056,-0.07,-0.64,2.327,-0.0017,-0.015,0.056
4/10/2019 16:16,7.1,0.14,0.524,-3.103,0.0033,0.012,-0.074,-0.105,-0.465,3.491,-0.0025,-0.011,0.083
4/10/2019 16:16,7.15,0.157,0.349,-3.879,0.0037,0.008,-0.093,-0.122,-0.233,3.685,-0.0029,-0.006,0.088
4/10/2019 16:16,7.2,0.175,0.116,-4.266,0.0042,0.003,-0.102,-0.122,-0.058,3.103,-0.0029,-0.001,0.074
4/10/2019 16:16,7.25,0.175,-0.116,-3.879,0.0042,-0.003,-0.093,-0.122,0.058,2.715,-0.0029,0.001,0.065
4/10/2019 16:16,7.3,0.157,-0.291,-3.103,0.0037,-0.007,-0.074,-0.122,0.175,2.909,-0.0029,0.004,0.069
4/10/2019 16:16,7.35,0.14,-0.407,-2.715,0.0033,-0.01,-0.065,-0.105,0.349,3.103,-0.0025,0.008,0.074
4/10/2019 16:16,7.4,0.122,-0.524,-2.715,0.0029,-0.013,-0.065,-0.087,0.524,2.715,-0.0021,0.013,0.065
4/10/2019 16:16,7.45,0.087,-0.698,-2.327,0.0021,-0.017,-0.056,-0.052,0.64,1.551,-0.0012,0.015,0.037
4/10/2019 16:16,7.5,0.052,-0.814,-0.97,0.0012,-0.019,-0.023,-0.017,0.698,0.194,-4.17E-04,0.017,0.005
4/10/2019 16:16,7.55,0,-0.814,0.97,0,-0.019,0.023,0.017,0.64,-0.776,4.17E-04,0.015,-0.019
4/10/2019 16:16,7.6,-0.035,-0.698,2.327,-8.33E-04,-0.017,0.056,0.052,0.582,-1.357,0.0012,0.014,-0.032
4/10/2019 16:16,7.65,-0.07,-0.524,2.715,-0.0017,-0.013,0.065,0.07,0.524,-1.939,0.0017,0.013,-0.046
4/10/2019 16:16,7.7,-0.087,-0.407,2.715,-0.0021,-0.01,0.065,0.105,0.407,-2.909,0.0025,0.01,-0.069
4/10/2019 16:16,7.75,-0.105,-0.291,3.103,-0.0025,-0.007,0.074,0.122,0.233,-3.685,0.0029,0.006,-0.088
4/10/2019 16:16,7.8,-0.122,-0.116,3.879,-0.0029,-0.003,0.093,0.122,1.39E-16,-3.685,0.0029,0,-0.088
4/10/2019 16:16,7.85,-0.122,0.116,4.266,-0.0029,0.003,0.102,0.122,-0.175,-3.103,0.0029,-0.004,-0.074
4/10/2019 16:16,7.9,-0.105,0.349,3.879,-0.0025,0.008,0.093,0.105,-0.291,-2.521,0.0025,-0.007,-0.06
4/10/2019 16:16,7.95,-0.087,0.524,3.103,-0.0021,0.012,0.074,0.087,-0.407,-2.327,0.0021,-0.01,-0.056
4/10/2019 16:16,8,-0.052,0.64,2.327,-0.0012,0.015,0.056,0.07,-0.524,-2.133,0.0017,-0.013,-0.051
4/10/2019 16:16,8.05,-0.017,0.756,1.357,-4.17E-04,0.018,0.032,0.035,-0.64,-1.357,8.33E-04,-0.015,-0.032
4/10/2019 16:16,8.1,0.017,0.814,-7.77E-15,4.17E-04,0.019,-2.43E-16,0,-0.698,6.66E-15,0,-0.017,1.56E-16
4/10/2019 16:16,8.15,0.07,0.756,-1.551,0.0017,0.018,-0.037,-0.035,-0.64,1.357,-8.33E-04,-0.015,0.032
4/10/2019 16:16,8.2,0.105,0.64,-2.521,0.0025,0.015,-0.06,-0.07,-0.524,2.133,-0.0017,-0.012,0.051
4/10/2019 16:16,8.25,0.122,0.465,-2.909,0.0029,0.011,-0.069,-0.087,-0.407,2.327,-0.0021,-0.01,0.056
4/10/2019 16:16,8.3,0.157,0.349,-3.297,0.0037,0.008,-0.079,-0.105,-0.291,2.521,-0.0025,-0.007,0.06
4/10/2019 16:16,8.35,0.157,0.175,-3.685,0.0037,0.004,-0.088,-0.122,-0.175,2.909,-0.0029,-0.004,0.069
4/10/2019 16:16,8.4,0.175,-0.058,-3.879,0.0042,-0.001,-0.093,-0.122,-1.39E-16,3.297,-0.0029,0,0.079
4/10/2019 16:16,8.45,0.157,-0.233,-3.491,0.0037,-0.006,-0.083,-0.122,0.175,3.297,-0.0029,0.004,0.079
4/10/2019 16:16,8.5,0.14,-0.407,-2.909,0.0033,-0.01,-0.069,-0.105,0.349,2.715,-0.0025,0.008,0.065
4/10/2019 16:16,8.55,0.122,-0.524,-2.521,0.0029,-0.013,-0.06,-0.087,0.465,1.939,-0.0021,0.011,0.046
4/10/2019 16:16,8.6,0.087,-0.64,-1.939,0.0021,-0.015,-0.046,-0.052,0.524,1.357,-0.0012,0.012,0.032
4/10/2019 16:16,8.65,0.052,-0.756,-0.97,0.0012,-0.018,-0.023,-0.035,0.582,0.97,-8.33E-04,0.014,0.023
4/10/2019 16:16,8.7,0.017,-0.756,0.388,4.17E-04,-0.018,0.009,0,0.64,0.194,0,0.015,0.005
4/10/2019 16:16,8.75,-0.035,-0.698,1.551,-8.33E-04,-0.017,0.037,0.035,0.64,-0.97,8.33E-04,0.015,-0.023
4/10/2019 16:16,8.8,-0.052,-0.582,2.133,-0.0012,-0.014,0.051,0.07,0.524,-1.939,0.0017,0.013,-0.046
4/10/2019 16:16,8.85,-0.087,-0.465,2.715,-0.0021,-0.011,0.065,0.087,0.407,-2.521,0.0021,0.01,-0.06
4/10/2019 16:16,8.9,-0.105,-0.349,3.491,-0.0025,-0.008,0.083,0.105,0.291,-3.103,0.0025,0.007,-0.074
4/10/2019 16:16,8.95,-0.122,-0.116,4.266,-0.0029,-0.003,0.102,0.122,0.116,-3.685,0.0029,0.003,-0.088
4/10/2019 16:16,9,-0.122,0.116,4.46,-0.0029,0.003,0.106,0.122,-0.116,-3.685,0.0029,-0.003,-0.088
4/10/2019 16:16,9.05,-0.105,0.349,3.879,-0.0025,0.008,0.093,0.105,-0.291,-3.103,0.0025,-0.007,-0.074
4/10/2019 16:16,9.1,-0.087,0.524,2.909,-0.0021,0.012,0.069,0.087,-0.407,-2.521,0.0021,-0.01,-0.06
4/10/2019 16:16,9.15,-0.052,0.64,1.745,-0.0012,0.015,0.042,0.07,-0.524,-1.939,0.0017,-0.013,-0.046
4/10/2019 16:16,9.2,-0.017,0.698,0.776,-4.17E-04,0.017,0.019,0.035,-0.64,-0.97,8.33E-04,-0.015,-0.023
4/10/2019 16:16,9.25,0.017,0.698,1.11E-15,4.17E-04,0.017,6.94E-17,0,-0.64,0.194,0,-0.015,0.005
4/10/2019 16:16,9.3,0.052,0.698,-0.776,0.0012,0.017,-0.019,-0.035,-0.582,0.97,-8.33E-04,-0.014,0.023
4/10/2019 16:16,9.35,0.087,0.64,-1.551,0.0021,0.015,-0.037,-0.052,-0.524,1.357,-0.0012,-0.012,0.032
4/10/2019 16:16,9.4,0.122,0.524,-2.327,0.0029,0.013,-0.056,-0.087,-0.465,1.939,-0.0021,-0.011,0.046
4/10/2019 16:16,9.45,0.14,0.407,-3.103,0.0033,0.01,-0.074,-0.105,-0.349,2.715,-0.0025,-0.008,0.065
4/10/2019 16:16,9.5,0.157,0.233,-3.879,0.0037,0.006,-0.093,-0.122,-0.175,3.297,-0.0029,-0.004,0.079
4/10/2019 16:16,9.55,0.175,0,-4.266,0.0042,0,-0.102,-0.122,-1.39E-16,3.297,-0.0029,0,0.079
4/10/2019 16:16,9.6,0.157,-0.233,-3.879,0.0037,-0.006,-0.093,-0.122,0.175,2.909,-0.0029,0.004,0.069
4/10/2019 16:16,9.65,0.14,-0.407,-3.103,0.0033,-0.01,-0.074,-0.105,0.291,2.521,-0.0025,0.007,0.06
4/10/2019 16:16,9.7,0.122,-0.524,-2.327,0.0029,-0.013,-0.056,-0.087,0.407,2.327,-0.0021,0.01,0.056
